lexeme,gen
babiroussa,m
babouche,f
babouchka,f
babouine,f
baby-boom,m
baby-foot,m
baby-sitter,f
baby-sitting,m
baby,m
babylonien,m
babylonienne,f
bac,m
baccalauréat,m
bacchanal,m
bacchante,f
bachagha,m
bâche,f
bachelier,m
bachelière,f
bachi-bouzouk,m
bachot,m
bachotage,m
back up,m
background,m
bâcleur,m
bacon,m
bactérie,f
bactériémie,f
bactériologie,f
bactériophage,m
badaud,m
badauderie,f
baderne,f
badge,m
badigeon,m
badigeonnage,m
badigeonneur,m
badigoinces,f
badinage,m
badminton,m
badois,m
baffe,f
bafouillage,m
bafouille,f
bafouilleur,m
bafouillis,m
bâfrement,m
bâfreur,m
bagage,m
bagagerie,f
bagarreur,m
bagarreuse,f
bagasse,f
bagatelle,f
bagnard,m
bagne,m
bagou,m
bagouse,f
baguenaude,f
baht,m
bahut,m
baignade,f
baigneur,m
baigneuse,f
baignoire,f
bail,m
bailleur,m
bailliage,m
baillive,f
bâillon,m
baïonnette,f
baisade,f
baise-en-ville,m
baise,f
baisemain,m
baisement,m
baiser,m
baiseur,m
baiseuse,f
baisodrome,m
baisse,f
baissement,m
baisser,m
bajoue,f
bajoyer,m
bakélite,f
baklava,m
balade,f
baladeur,m
baladeuse,f
balafon,m
balai-brosse,m
balai,m
balalaïka,f
balan,m
balançage,m
balancelle,f
balancier,m
balancine,f
balançoire,f
balandras,m
balane,f
balatum,m
balayage,m
balayette,f
balayeur,m
balayeuse,f
balboa,m
balbutiement,m
balbuzard,m
balcon,m
balconnet,m
bale,f
baleine,f
baleineau,m
baleinier,m
balisage,m
baliste,f
balistique,f
baliveau,m
baliverne,f
ball-trap,m
ballast,m
ballerine,f
balloche,m
ballon-sonde,m
ballon,m
ballonnement,m
ballonnet,m
ballot,m
ballote,f
ballottage,m
ballottement,m
ballottine,f
balluche,m
balluchonnage,m
balnéothérapie,f
balourd,m
balsa,m
balsamier,m
balsamine,f
balthazar,m
baluchonneur,m
balzacien,m
balzane,f
bambin,m
bambine,f
bambinette,f
bambino,m
bamboche,f
bambocheur,m
bambou,m
bamboula,f
ban,m
banalisation,f
banalité,f
bananeraie,f
bananier,m
banc-titre,m
bandaison,f
bandana,m
bande-annonce,f
bandeau,m
bandera,f
banderille,f
banderillero,m
banderole,f
bandeur,m
bandit,m
bandoline,f
bandonéon,m
bandothèque,f
bandoulière,f
bangladais,m
banjo,m
bank-note,f
banlieue,f
banlieusard,m
banlieusarde,f
banne,f
banni,m
bannie,f
bannière,f
bannissement,m
banque,f
banqueroute,f
banqueroutier,m
banquet,m
banquette,f
banquière,f
banquise,f
bantou,m
baobab,m
baou,m
baptême,m
baptiseur,m
baptistère,m
baquet,m
bar-hôtel,m
bar-mitsva,f
bar-restaurant,m
bar-tabac,m
baragouinage,m
baragouineur,m
baralipton,m
baraterie,f
baratineur,m
baratineuse,f
barattage,m
baratte,f
barbacane,f
barbaque,f
barbarie,f
barbarisme,m
barbe-de-capucin,f
barbeau,m
barbelé,m
barbette,f
barbiche,f
barbichette,f
barbillon,m
barbiquet,m
barbotage,m
barbote,f
barboteuse,f
barbotière,f
barbouillage,m
barbouille,f
barbouilleur,m
barbouillis,m
barbue,f
barbule,f
barcarolle,f
bardage,m
bardane,f
bardeur,m
bardolino,m
barème,m
baret,m
barge,f
barine,m
bariolage,m
bariolure,f
barjo,m
barmaid,f
barman,m
barnum,m
barolo,m
baromètre,m
baronet,m
baronnie,f
baroque,m
barotraumatisme,m
baroud,m
baroudeuse,f
barouf,m
barquette,f
barracuda,m
barrage,m
barrésien,m
barrette,f
barreur,m
barreuse,f
barricadier,m
barricadière,f
barrière,f
barrique,f
bartavelle,f
barye,f
baryon,m
baryte,f
baryum,m
barzoï,m
bas-côté,m
bas-empire,m
bas-flanc,m
bas-relief,m
bas-ventre,m
basalte,m
basane,f
basculement,m
base,f
basic,m
basileus,m
basilic,m
basilicum,m
basilique,f
basin,m
basketteuse,f
basmati,m
basoche,f
basse-cour,f
basse-fosse,f
basse-taille,f
basse,f
basset,m
bassette,f
bassin,m
bassine,f
bassinet,m
basson,m
bastide,f
bastille,f
baston,m
bastonnade,f
bastonneur,m
bataclan,m
batailleur,m
bataillon,m
bataillonnaire,m
batak,m
bâtarde,f
batardeau,m
bâtardise,f
bateau-citerne,m
bateau-lavoir,m
bateau-mouche,m
bateau-pilote,m
bateau-pompe,m
bateau,m
batée,f
batelet,m
batelier,m
batellerie,f
bathymètre,m
bathyscaphe,m
bathysphère,f
bâti,m
bâtière,f
batifolage,m
batifoleur,m
batik,m
bâtisse,f
bâtisseur,m
batiste,f
bâton,m
bâtonnet,m
bâtonnier,m
batracien,m
battant,m
battante,f
batte,f
battement,m
batteur,m
batteuse,f
battle-dress,m
battoir,m
battu,m
battue,f
bau,m
baudet,m
baudrier,m
baudroie,f
baudruche,f
bauge,f
baumier,m
bauxite,f
bavardage,m
bavarde,f
bavarois,m
bavaroise,f
bave,f
bavette,f
baveuse,f
baveux,m
bavoir,m
bayard,m
bayou,m
bazardeur,m
be-bop,m
beagle,m
béance,f
béarnaise,f
beat generation,f
béat,m
béatification,f
béatitude,f
beau-fils,m
beau-frère,m
beau-papa,m
beau-parent,m
beau-père,m
beauf,m
beaujolais,m
beaujolpif,m
beaupré,m
beauté,f
beaux-arts,m
bébé,m
bébés-éprouvette,m
bec-de-cane,m
bec-de-lièvre,m
bécabunga,m
bécane,f
bécard,m
bécasse,f
bécassine,f
becfigue,m
béchamel,f
bécher,m
bêcheur,m
bécot,m
bécoteur,m
becquée,f
becquet,m
becquetance,f
bectance,f
bedaine,f
bédane,m
bédé,f
bedon,m
bédouin,m
beefsteak,m
beffroi,m
bégaiement,m
bégonia,m
bégueule,f
bégueulerie,f
béguin,m
béguinage,m
béguine,f
béguineuse,f
bégum,f
béhème,f
béhémoth,m
beigne,f
béjaune,m
bel-enfant,m
bêlement,m
belette,f
belgicain,m
belgique,f
bélier,m
bélinogramme,m
bélître,m
belladone,f
bellâtre,m
belle lurette,f
belle-à-voir,f
belle-doche,f
belle-maman,f
belle-mère,f
belle-soeur,f
belle,f
belles-de-jour,f
belles-de-nuit,f
belles-lettre,f
belligérance,f
belligérant,m
belligérante,f
belluaire,m
belon,f
belote,f
beloteur,m
bélouga,m
belvédère,m
bémol,m
bénard,m
bénédicité,m
bénédictin,m
bénédictine,f
bénédiction,f
benedictus,m
bénef,m
bénéfice,m
bénévolat,m
bénévolence,f
bengalais,m
bénignité,f
bénisseuse,f
bénitier,m
benoîte,f
bénouze,m
benzédrine,f
benzène,m
benzidine,f
benzine,f
benzoate,m
benzodiazépine,f
benzonaphtol,m
béotien,m
béotienne,f
béquille,f
ber,m
bercail,m
berce,f
berceau,m
bercelonnette,f
bercement,m
berceuse,f
berdouillette,f
béret,m
bérézina,f
berg,m
bergamasque,f
bergamote,f
berger,m
bergère,f
bergeronnette,f
béribéri,m
berle,f
berline,f
berlinoise,f
berloque,f
berlure,f
bermuda,m
bernache,f
bernardine,f
bernicle,f
bernois,m
bernoise,f
bersaglier,m
bertha,f
bérullienne,f
béryl,m
béryllium,m
berzingue,f
besace,f
besaiguë,f
besant,m
bésiclard,m
besicles,f
bésigue,m
besogne,f
besogneux,m
besson,m
best of,m
best-seller,m
bestiaire,m
bestialité,f
bestiasse,f
bestiau,m
bestiole,f
bêta,m
bétail,m
bétaillère,f
bêtasse,f
bêtatron,m
bête,f
bétel,m
bêtise,f
bêtisier,m
bétoine,f
béton,m
bétonnage,m
bétonneur,m
bétonneuse,f
bétonnière,f
betterave,f
betteravier,m
betting,m
beuglant,m
beuglante,f
beuglement,m
beurrage,m
beurré,m
beurrier,m
beuverie,f
bévue,f
bey,m
bézoard,m
biafrais,m
biaisement,m
biathlon,m
bib,m
bibard,m
bibelot,m
bibendum,m
biberonneur,m
bibine,f
bibite,f
bibliobus,m
bibliographie,f
bibliophilie,f
bibliothèque,f
bicarbonate,m
bicéphalie,f
bichette,f
bichon,m
biclou,m
bicoque,f
bicorne,m
bicot,m
bicycle,m
bicyclette,f
bide,m
bidet,m
bidon,m
bidonnage,m
bidouillage,m
bidouille,f
bief,m
bielle,f
bien-aimé,m
bien-être,m
bien-fonds,m
bien-manger,m
bien-pensant,m
bien,m
bienfaisance,f
bienfait,m
bienfaitrice,f
bienheureuse,f
bienheureux,m
biennale,f
bienséance,f
bienveillance,f
bienvenu,m
bienvenue,f
bière,f
bif,m
biface,m
biffe,f
biffeton,m
biffin,m
big band,m
bigaille,f
bigame,m
bigamie,f
bigarreau,m
bigarrure,f
bighorn,m
bigle,m
bigleuse,f
bigne,f
bignon,m
bignone,f
bignonia,m
bigophone,m
bigorne,f
bigorneau,m
bigote,f
bigoterie,f
bigoudi,m
bigue,f
biguine,f
bihoreau,m
bijou,m
bijoutier,m
bijoutière,f
bilan,m
bilbergia,f
bilboquet,m
bile,f
bilharziose,f
bilinguisme,m
bilirubine,f
billard,m
bille,f
billet,m
billette,f
billetterie,f
billevesée,f
billion,m
billon,m
bimestre,m
bimétallisme,m
bimoteur,m
bin's,m
binaire,f
binet-simon,m
biniou,m
binocle,m
binôme,m
bintje,f
biochimie,f
biodiversité,f
biographie,f
biologie,f
bioluminescence,f
biomasse,f
biomécanique,f
biomécanisme,m
biométrie,f
biométrique,f
bionique,f
biophysique,f
biopsie,f
biorythme,m
biosphère,f
biotechnique,f
biotechnologie,f
biotite,f
biotope,m
bioxyde,m
bip-bip,m
bipartisme,m
biphényle,m
biplan,m
bipolarité,f
bique,f
biquet,m
biquette,f
bircher,m
bire,f
biréfringence,f
biribi,m
birman,m
birmane,f
biroute,f
birth control,m
bisaïeul,m
bisaïeule,f
bisbille,f
biscaïen,m
bischof,m
biscoteau,m
biscuiterie,f
biseau,m
biseness,m
biset,m
bisette,f
bisexualité,f
bishop,m
bismuth,m
bison,m
bisou-éclair,m
bissac,m
bissel,m
bistorte,f
bistouille,f
bistouquette,f
bistouri,m
bistre,m
bistro,m
bistroquet,m
bistrote,f
bistrotier,m
bistrotière,f
bistrouille,f
bisulfite,m
bit,m
bite,f
bithynien,m
bitoniau,m
bitos,m
bitter,m
bitume,m
biture,f
biturin,m
bivalve,m
bivouac,m
bizutage,m
bizuteur,m
bla-bla,m
blablateur,m
black-bass,m
black-jack,m
black-out,m
black,m
blague,f
blagueuse,f
blaireau,m
blaisois,m
blâme,m
blanc-seing,m
blanche,f
blanchement,m
blanchet,m
blanchiment,m
blanchissement,m
blanchisseuse,f
blanchoiement,m
blandice,f
blanque,f
blasphémateur,m
blastula,f
blatte,f
blazer,m
blé,m
bled,m
blédard,m
blennie,f
blennorragie,f
blépharite,f
blèsement,m
blessé,m
blessée,f
blessing,m
blessure,f
blettissement,m
bleu-noir,m
bleu-roi,m
bleu,m
bleubite,m
bleuet,m
bleuette,f
bleusaille,f
bliaut,m
blindage,m
blindé,m
blitzkrieg,m
blizzard,m
blob,m
bloc-cylindres,m
bloc-moteur,m
bloc-notes,m
blocage,m
blocaille,f
blockhaus,m
blocus,m
blond,m
blonde,f
blondin,m
bloom,m
bloomer,m
bloqueur,m
blottissement,m
blouse,f
blouson,m
blue note,f
blue-jean,m
blues,m
bluet,m
bluette,f
bluff,m
bluffeur,m
bluffeuse,f
blush,m
blutoir,m
boat people,m
bobard,m
bobby,m
bobèche,f
bobinage,m
bobinard,m
bobine,f
bobineau,m
bobinette,f
bobineuse,f
bobo,m
bobonne,f
bobsleigh,m
boc,m
bocage,m
bocal,m
bocard,m
bochiman,m
bocson,m
bodega,f
bodhi,f
bodhisattva,m
bodo,m
body-building,m
boëtte,f
boeuf,m
boggie,m
boghei,m
bogomile,m
boguet,m
bohémien,m
bohémienne,f
boire,m
bois,m
boiserie,f
boiseur,m
boisseau,m
boisselier,m
boitement,m
boiterie,f
boîtes-repa,f
boiteux,m
boîtier,m
boitillement,m
bola,f
boldo,m
bolduc,m
bolée,f
boléro,m
bolge,f
bolide,m
bolivar,m
bolivien,m
bolivienne,f
bolognaise,f
bolonaise,f
bombage,m
bombardier,m
bombardon,m
bombe,f
bombement,m
bombes-test,f
bombeur,m
bombillement,m
bombinette,f
bombonne,f
bombyx,m
bôme,f
bon-cadeau,m
bon-papa,m
bon,m
bonace,f
bonasserie,f
bonbon,m
bonbonnière,f
bondage,m
bondieusard,m
bondieuserie,f
bondrée,f
bongo,m
bonheur-du-jour,m
bonheur,m
bonhomie,f
bonhomme,m
boni,m
boniche,f
bonification,f
boniment,m
bonjour,m
bonne-maman,f
bonnet,m
bonneteau,m
bonneterie,f
bonneteur,m
bonnette,f
bons-chrétien,m
bonsaï,m
bonté,f
bonze,m
boogie-woogie,m
book,m
boomer,m
bootlegger,m
boots,m
bop,m
boqueteau,m
boquillon,m
borax,m
borborygme,m
borchtch,m
bordage,m
borde,f
bordé,m
bordeau,m
bordée,f
bordel,m
bordelais,m
bordelaise,f
bordelière,f
bordereau,m
borderie,f
borderline,m
bordille,f
bordj,m
borée,f
borie,f
bornage,m
borne-fontaine,f
borne,f
borough,m
borsalino,m
bosco,m
boskoop,f
bosquet,m
boss,m
bossa-nova,f
bossage,m
bosse,f
bossellement,m
bosselure,f
bosseur,m
bosson,m
bossu,m
boston,m
bostonien,m
botanique,f
botte,f
botté,m
botteur,m
botticellienne,f
bottier,m
bottillon,m
bottin,m
bottine,f
botulisme,m
boucanerie,f
boucanier,m
bouchage,m
boucharde,f
bouche-à-bouche,m
bouche-à-oreille,m
bouche-trou,m
bouche,f
bouchée,f
boucher,m
bouchère,f
bouchot,m
bouchoteur,m
bouchure,f
boucle,f
bouderie,f
boudeur,m
boudeuse,f
boudin,m
boudine,f
boudoir,m
boue,f
bouée,f
boueur,m
bouffant,m
bouffée,f
bouffetance,f
bouffette,f
bouffeuse,f
bouffissure,f
bouffon,m
bouftance,f
bougainvillier,m
bouge,m
bougé,m
bougeotte,f
bougie,f
bougnoul,m
bougonnement,m
bougran,m
bougre,m
bougrerie,f
boui-boui,m
bouif,m
bouillabaisse,f
bouillasse,f
bouille,f
bouilleur,m
bouilli,m
bouillie,f
bouilloire,f
bouillonné,m
bouillonnement,m
boukha,f
boulange,f
boulanger-pâtissier,m
boulanger,m
boulangère,f
boulangerie,f
boulangisme,m
boulant,m
boulder,m
boule-de-neige,f
boule,f
bouledogue,m
boulet,m
boulette,f
boulevard,m
boulevardier,m
bouleversement,m
boulgour,m
boulin,m
bouline,f
boulingrin,m
boulle,m
boulodrome,m
bouloir,m
boulonnage,m
boulonnerie,f
bounioul,m
bouquetier,m
bouquetière,f
bouquinage,m
bouquineur,m
bourbe,f
bourbier,m
bourbon,m
bourdaine,f
bourdalou,m
bourdillon,m
bourdon,m
bourgade,f
bourgeoise,f
bourgeoisisme,m
bourgeonnement,m
bourgeron,m
bourgmestre,m
bourgue,m
bourgueil,m
bourguignon,m
bourlingue,f
bourlingueur,m
bourlingueuse,f
bourrache,f
bourrage,m
bourrasque,f
bourre-mou,m
bourre-pif,m
bourreau,m
bourrée,f
bourrelet,m
bourrelier,m
bourrellerie,f
bourreur,m
bourriche,f
bourrichon,m
bourricot,m
bourrier,m
bourrin,m
bourrine,f
bourrique,f
bourriquet,m
bourse,f
boursicot,m
boursicotage,m
boursicoteur,m
boursière,f
boursouflement,m
boursouflure,f
bousard,m
bousbir,m
bouseuse,f
bouseux,m
bousillage,m
bousilleur,m
bousin,m
bousine,f
boustifaille,f
boustifailleuse,f
boustrophédon,m
bout-dehors,m
bout-rimé,m
boutade,f
boutanche,f
boutargue,f
bouteille,f
bouteillon,m
bouteur,m
bouthéon,m
boutillier,m
boutique-cadeaux,f
boutiquier,m
boutiquière,f
boutisse,f
bouton-d'or,m
bouton-pression,m
bouton,m
boutonnage,m
boutonnière,f
bouture,f
bouvet,m
bouvier,m
bouvillon,m
bouvreuil,m
bouzouki,m
bouzy,m
bovidé,m
bovin,m
bow-window,m
box-calf,m
box-office,m
box,m
boxe,f
boxer-short,m
boxer,m
boxeur,m
boxeuse,f
boy-friend,m
boy,m
boyard,m
boyau,m
boycott,m
bozo,m
brabançon,m
brabant,m
bracelet-montre,m
brachiosaure,m
braco,m
braconnage,m
braconnier,m
braconnière,f
bractée,f
braderie,f
bradillon,m
bradycardie,f
bragard,m
braguette,f
brahmanisme,m
brai,m
braie,f
braiement,m
braillement,m
brailleur,m
brailleuse,f
brain-trust,m
brainstorming,m
braise,f
brame,m
bran,m
brancard,m
brancardier,m
branchage,m
branche,f
branchette,f
branchie,f
brandade,f
brande,f
brandevin,m
brandevinier,m
brandillon,m
brandy,m
branlage,m
branle,m
branlée,f
branlement,m
branlette,f
branleuse,f
branquignol,m
braque,m
braquemart,m
braquet,m
braqueur,m
brasage,m
brasero,m
brasier,m
brasillement,m
brassage,m
brassard,m
brasse,f
brassée,f
brasserie-hôtel,f
brasseur,m
brassière,f
brasure,f
bravache,m
braverie,f
bravoure,f
braye,f
brayon,m
break-down,m
break,m
breakdance,f
breakfast,m
brèche,f
bréchet,m
brechtienne,f
bredin,m
bredouillage,m
bredouillement,m
bredouilleur,m
bredouillis,m
bref,m
bregma,m
breitschwanz,m
breloque,f
brème,f
brésil,m
brésilien,m
brésilienne,f
bressane,f
brestois,m
brestoise,f
bretelle,f
brette,f
breuil,m
breuvage,m
brève,f
brevet,m
breveté,m
bréviaire,m
bri,m
briard,m
bric-à-brac,m
brick,m
bricolage,m
bricoleur,m
bricoleuse,f
bricolo,m
bride,f
bridge,m
bridgeur,m
bridgeuse,f
bridon,m
brièveté,f
brigade,f
brigadier,m
brigandage,m
brigandeau,m
brigantine,f
brignolet,m
brigue,f
brillance,f
brillantage,m
brimbalement,m
brimborion,m
brin,m
brinde,f
brindille,f
bringue,f
brio,m
brioche,f
brion,m
briquage,m
brique,f
briquetage,m
briqueterie,f
briquetier,m
briquette,f
brisant,m
brise-bise,m
brise-fer,m
brise-glace,m
brise-jet,m
brise-lame,m
brise-vent,m
brise,f
briseur,m
briseuse,f
brisis,m
brisque,f
brivadois,m
broc,m
brocante,f
brocanteur,m
brocanteuse,f
brocard,m
brocatelle,f
brochage,m
broché,m
brochette,f
brochoir,m
brochure,f
brocoli,m
broderie,f
brodeuse,f
broiement,m
broker,m
brol,m
brome,m
bromure,m
bronche,f
bronchiole,f
broncho-pneumonie,f
broncho-pneumopathie,f
broncho,m
bronchoscope,m
bronchoscopie,f
brontosaure,m
bronze,m
bronzette,f
bronzier,m
brook,m
broque,f
broquette,f
broquille,f
brossage,m
brosse,f
brosseur,m
brossier,m
brou,m
brouet,m
brouettée,f
brouhaha,m
brouillade,f
brouillage,m
brouillamini,m
brouillard,m
brouillasse,f
brouille,f
brouilleur,m
broussard,m
brousse,f
broutage,m
broutard,m
broutille,f
brown sugar,m
browning,m
broyage,m
bruant,m
brucellose,f
brugeois,m
bruine,f
bruissement,m
bruit,m
bruiteur,m
bruiteuse,f
brûlé,m
brûleur,m
brûleuse,f
brûloir,m
brûlot,m
brumaille,f
brumisateur,m
brunch,m
brune,f
bruni,m
brunissage,m
brunissoir,m
brunissure,f
brusquerie,f
brut,m
brutalité,f
brute,f
buanderie,f
bubble-gum,m
bubon,m
buccin,m
buccinateur,m
bucco,m
bucéphale,m
bûcher,m
bûcheron,m
bûchette,f
bûcheuse,f
bucoliaste,m
bucolique,f
bucrane,m
buddha,m
budget,m
budgétisation,f
buen retiro,m
buffet,m
buffleterie,f
bufflonne,f
bufo,m
buggy,m
bugle2,m
bugne,f
buire,f
buis,m
buisson-ardent,m
buisson,m
bulbe,m
bulge,m
bull-finch,m
bull-terrier,m
bullaire,m
bulldozer,m
bulle,f
bulot,m
bumper,m
buna,m
bunraku,m
bunsen,m
bupreste,m
bureaucratie,f
bureautique,f
burette,f
burger,m
burgraviat,m
burlingue,m
burne,f
buron,m
bursite,f
burundais,m
bus,m
busard,m
buse,f
bush,m
bushi,m
bushido,m
bushman,m
buste,m
butadiène,m
butagaz,m
butée,f
buteur,m
butin,m
butor,m
butte,f
buvant,m
buvette,f
buveur,m
by-pass,m
byture,m
c,m
ça,m
cab,m
cabale,f
caballero,f
caban,m
cabanette,f
cabaret,m
cabaretière,f
cabas,m
cabèche,f
cabécou,m
caberlot,m
cabernet,m
cabestan,m
cabiai,m
cabillaud,m
cabine,f
câblage,m
câble,m
câblerie,f
câbleur,m
câblier,m
câblogramme,m
caboche,f
cabochon,m
cabossage,m
cabosse,f
cabot,m
cabotage,m
caboteur,m
cabotin,m
cabotinage,m
cabotine,f
caboulot,m
cabrade,f
cabrage,m
cabrette,f
cabri,m
cabriole,f
cabriolet,m
caca,m
cacahouète,f
cacao,m
cacaotier,m
cacaoyer,m
cacatoès,m
cacatois,m
cache-brassière,m
cache-col,m
cache-corset,m
cache-nez,m
cache-pot,m
cache-poussière,m
cache-tampon,m
cachemire,m
cachemiri,m
cachet,m
cachexie,f
cachot,m
cachotterie,f
cachottier,m
cachottière,f
cachou,m
cacique,m
cacodylate,m
cacophonie,f
cactus,m
cadavre,m
caddie,m
cade,m
cadenas,m
cadence,f
cadet,m
cadette,f
cadmium,m
cadogan,m
cadratin,m
cadreur,m
caducée,m
caducité,f
caduque,f
caecum,m
caesium,m
cafardage,m
cafardeur,m
cafardeuse,f
cafardeux,m
café-concert,m
café-crème,m
café-hôtel,m
café-restaurant,m
café-tabac,m
café-théâtre,m
café,m
caféier,m
caféine,f
cafétéria,f
cafeteur,m
cafeton,m
cafouillis,m
cafre,m
caftage,m
caftan,m
cafteur,m
cafteuse,f
cagade,f
cageot,m
cagna,f
cagne,f
cagnotte,f
cagote,f
cagou,m
cagoulard,m
cahors,m
cahot,m
cahotement,m
caille,f
caillebotis,m
caillera,f
caillette,f
cailloutage,m
cailloutis,m
caïman,m
cairn,m
caisse,f
caissette,f
caissière,f
caisson,m
cajolerie,f
cajoleur,m
cajoleuse,f
cajou,m
cake-walk,m
cal,m
calabrais,m
calade,f
calaisien,m
calaison,f
calamar,m
calame,m
calamine,f
calamité,f
calandre,f
calao,m
calbar,m
calcaire,m
calcémie,f
calcif,m
calcification,f
calcination,f
calcite,m
calcium,m
calcul,m
calculateur,m
calculette,f
caldarium,m
caldeira,f
calebar,m
calebasse,f
calebassier,m
calebombe,f
calèche,f
calecif,m
caleçon,m
caleçonnade,f
calédonien,m
caléidoscope,m
calembredaine,f
calendes,f
calendo,m
calendrier,m
calendula,m
calepin,m
calf,m
calfat,m
calfatage,m
calfeutrage,m
calibrage,m
calibration,f
calicot,m
califat,m
calife,m
californie,f
californienne,f
californium,m
câlin,m
câline,f
câlinerie,f
calisson,m
call-girl,f
calla,f
calligramme,m
calligraphie,f
callosité,f
calmant,m
calme,m
calo,m
calomel,m
calomniateur,m
calomniatrice,f
calomnie,f
caloporteur,m
calorie,f
calorifère,m
calorifuge,m
calotin,m
calumet,m
calus,m
calva,m
calvaire,m
calville,f
calvinisme,m
calypso,m
camaïeu,m
camarde,f
camarero,m
camarguaise,f
camarilla,f
camarin,m
camarluche,m
camaro,m
cambodgien,m
cambodgienne,f
cambouis,m
cambrement,m
cambrioleur,m
cambrioleuse,f
cambrousse,f
cambrure,f
cambusier,m
came,f
camé,m
caméléon,m
camélia,m
camélidé,m
camelote,f
camembert,m
caméra-espion,f
caméra,f
caméraman,m
cameraman,m
camériste,f
camerounais,m
caméscope,m
camion-benne,m
camion-grue,m
camion,m
camionnage,m
camionnette,f
camionneur,m
camisard,m
camisole,f
camomille,f
camorra,f
camouflet,m
camp,m
campagnard,m
campagne,f
campanelle,f
campanile,m
campanule,f
campêche,m
campeur,m
campeuse,f
camphrier,m
campus,m
camus,m
canada,f
canadair,m
canadien,m
canadienne,f
canaille,f
canaillerie,f
canalicule,m
canalisateur,m
canalisation,f
canapé,m
canard,m
canardeau,m
canasson,m
cancan,m
cancanerie,f
cancanier,m
cancanière,f
cancel,m
cancer,m
cancéreuse,f
cancéreux,m
cancérigène,m
cancérogène,m
cancérologie,f
canche,f
cancoillotte,f
cancrelat,m
candélabre,m
candida,m
candidate,f
candidose,f
cane,f
canepetière,f
canetille,f
caneton,m
canette,f
canfouine,f
cangue,f
canicule,f
canidé,m
canif,m
canine,f
caninette,f
canisse,f
canna,m
cannabis,m
cannage,m
canne-épée,f
canneberge,f
cannelier,m
cannelloni,m
cannelure,f
canoë,m
canon,m
cañon,m
canonisation,f
canonnade,f
canonnage,m
canonnier,m
canonnière,f
canope,m
canot,m
canotage,m
canoteur,m
