phon,gen
afʁOdizi,f
afʁOdit,f
aft,m
api,m
apikyltœʁ,m
apikyltʁis,f
apikyltyʁ,f
apjɔ̃,m
apis,m
apitwamɑ̃,m
aplazi,f
aplatisəmɑ̃,m
aplɔ̃,m
apne,f
apOkalips,f
apOkɔp,f
apOkʁif,m
apOʒe,m
apOlitizm,m
apOlɔ̃,m
apOlOʒi,f
apOlɔg,m
apOnEvʁoz,f
apOftɛgm,m
apOplEksi,f
apOptoz,f
apOstazi,f
apOsta,m
apOstat,f
apOstOla,m
apOstʁɔf,f
apOstym,m
apOtEoz,f
apOtikɛʁ,m
apOtikɛʁəʁi,f
apaʁa,m
#DEF#,m
apaʁɛjfOto,m
apaʁEjaʒ,m
apaʁɑ̃təmɑ̃,m
apaʁitœʁ,m
apaʁtəmɑ̃ʁwa,m
apaʁtənɑ̃s,f
apEvʁisəmɑ̃,m
apo,m
apəlœʁ,m
apElasjɔ̃,f
apɛ̃disEktOmi,f
apɛ̃disit,f
apɑ̃ti,m
apəzɑ̃tisəmɑ̃,m
apEtɑ̃s,f
apEti,m
aplOdimɛtʁ,m
aplOdisəmɑ̃,m
aplOdisœʁ,m
aplikabilite,f
aplikatœʁ,m
aplikasjɔ̃,f
apOdʒjatyʁ,f
apɔ̃taʒ,m
apɔ̃təmɑ̃,m
apɔʁ,m
apOzisjɔ̃,f
apʁEsjatœʁ,m
apʁEsjasjɔ̃,f
apʁEsjatʁis,f
apʁEɑ̃sjɔ̃,f
apʁɑ̃tipilɔt,m
apʁɑ̃tisɔʁsje,m
apʁɑ̃ti,m
apʁɑ̃ti,f
apʁɛ,m
apʁObasjɔ̃,f
apʁɔʃ,f
apʁOfɔ̃disəmɑ̃,m
apʁOpʁijasjɔ̃,f
apʁOksimasjɔ̃,f
apɥimɛ̃,m
apɥitɛt,m
apʁɛm,f
apʁɛku,m
apʁEdEjəne,m
apʁEdine,m
apʁEmɔʁ,f
apʁEʁazaʒ,m
apʁɛʁəpa,m
apʁɛʃɑ̃pwɛ̃,m
apʁEski,m
aptityd,f
akwakyltyʁ,f
akwaʒim,f
akwaplan,m
akwaʁjOfili,f
akwaʁjɔm,m
akwatɛ̃t,f
akilɔ̃,m
aʁabɛsk,f
aʁabizɑ̃,m
aʁak,m
aʁaʃid,f
aʁaknOid,f
aʁagOnɛ,m
aʁagOnit,f
aʁɛɲ,f
aʁEɲEkʁab,f
aʁEɲe,f
aʁɛʁ,m
aʁaldit,m
aʁalja,m
aʁamEɛ̃,m
aʁamɔ̃,m
aʁapɛd,m
aʁOkɑ̃,m
aʁbalɛt,f
aʁbalEtʁije,m
aʁbi,m
aʁbitʁɛʁ,m
aʁbOʁEsɑ̃s,f
aʁbOʁEtɔm,m
aʁbOʁikyltœʁ,m
aʁbOʁikyltyʁ,f
aʁbOʁizasjɔ̃,f
aʁbuzje,m
aʁbʁəʁəfyʒ,m
aʁkbutɑ̃,m
aʁkbutəmɑ̃,m
aʁk,m
aʁkad,f
aʁkadjɛ̃,m
aʁkatyʁ,f
aʁkaizɑ̃,m
aʁkaizm,m
aʁkEOlOʒi,f
aʁkEOptEʁiks,m
aʁʃe,m
aʁʃɛʁ,f
aʁʃE,m
aʁkEtip,m
aʁʃəvEʃe,m
aʁʃəvɛk,m
aʁʃimEfjɑ̃s,f
aʁʃimɔʁ,f
aʁʃimɔʁtɛl,m
aʁʃinyl,m
aʁʃiplɛ̃,m
aʁʃipʁydɑ̃,m
aʁʃiʁɛ̃gaʁ,m
aʁʃiatʁ,m
aʁʃidjakʁ,m
aʁʃidjOsɛz,m
aʁʃidyk,m
aʁʃidyʃɛs,f
aʁʃipʁɛtʁ,m
aʁʃitEktOni,f
aʁʃitʁav,f
aʁʃivaʒ,m
aʁʃiv,f
aʁkɔ̃t,m
aʁsɔ̃,m
aʁdEʃwa,m
aʁdənɛz,f
aʁdɑ̃,m
aʁdœʁ,f
aʁdijɔ̃,m
aʁdɛ̃,m
aʁdwaz,f
aʁdwazjɛʁ,f
aʁEa,f
aʁEflEksi,f
aʁEna,m
aʁEn,f
aʁEɔl,f
aʁEOpaʒ,m
aʁEOpaʒit,m
aʁEkje,m
aʁɛt,f
aʁEtɛ̃,m
aʁgɑ̃,m
aʁʒɑ̃,m
aʁʒɑ̃tje,m
aʁʒɑ̃tɛ̃,m
aʁʒɑ̃tin,f
aʁʒɑ̃tɔ̃,m
aʁʒil,f
aʁʒiljɛʁ,f
aʁgɔl,m
aʁgɔ̃,m
aʁgOnot,m
aʁgo,m
aʁguzɛ̃,m
aʁgymɑ̃,m
aʁgymɑ̃tɛʁ,m
aʁgymɑ̃tatœʁ,m
aʁgymɑ̃tatif,m
aʁgymɑ̃tasjɔ̃,f
aʁgys,m
aʁgysi,f
aʁja,m
aʁjanizm,m
aʁidite,f
aʁjEʒwa,m
aʁjɛ̃,m
aʁjɛt,f
aʁjOzo,m
aʁistaʁk,m
aʁistOkʁasi,f
aʁistOkʁatizm,m
aʁistOlɔʃ,f
aʁitmEtik,f
aʁitmOmɛtʁ,m
aʁkoz,f
aʁləkɛ̃,m
aʁlEzjɛ̃,m
aʁlEzjɛn,f
aʁmadil,f
aʁmatyʁ,f
aʁməmiʁakl,f
aʁme,f
aʁməmɑ̃,m
aʁmEnjɛ̃,m
aʁmEnjɛn,f
aʁmEʁja,f
aʁmistis,m
aʁmwaʁ,f
aʁmwaʁi,f
aʁmwaz,f
aʁmɔ̃,m
aʁmOʁjal,m
aʁmyʁ,f
aʁnakœʁ,m
aʁnakøz,f
aʁObaz,f
aʁOmat,m
aʁOmatEʁapi,f
aʁOmatik,m
aʁɔ̃d,f
aʁpɛʒ,m
aʁpɑ̃,m
aʁkəbyzad,f
aʁkəbyz,f
aʁaʃaʒ,m
aʁaʃklu,m
aʁaʃøz,f
aʁaʃyʁ,f
aʁɑ̃ʒœʁ,m
aʁEʁaʒ,m
aʁEstasjɔ̃,f
aʁɛbyfɛ,m
aʁɛtbœf,m
aʁEte,m
aʁ,f
aʁjEʁasjɔ̃,f
aʁjɛʁOtɔn,m
aʁjɛʁbɑ̃,m
aʁjɛʁbutik,f
aʁjɛʁkabinɛ,m
aʁjɛʁkuzɛ̃,m
aʁjɛʁkɥizin,f
aʁjɛʁfɔ̃,m
aʁjɛʁgaʁd,f
aʁjɛʁgɔʁʒ,f
aʁjɛʁgʁɑ̃mɛʁ,f
aʁjɛʁgʁɑ̃tɔ̃kl,m
aʁjɛʁgʁɑ̃pɛʁ,m
aʁjɛʁgʁɑ̃tɑ̃t,f
aʁjɛʁgʁɑ̃paʁɑ̃,m
aʁjɛʁlɔʒ,m
aʁjɛʁmagazɛ̃,m
aʁjɛʁmɔ̃d,m
aʁjɛʁnəvø,m
aʁjɛʁəpEi,m
aʁjɛʁpətitɑ̃fɑ̃,m
aʁjɛʁpətifis,m
aʁjɛʁpətinəvø,m
aʁjɛʁpətitfij,f
aʁjɛʁpətitnjɛs,f
aʁjɛʁplɑ̃,m
aʁjɛʁsEzɔ̃,f
aʁjɛʁsal,f
aʁjEʁe,m
aʁjɛʁ,m
aʁjEʁe,f
aʁimaʒ,m
aʁivɑ̃,m
aʁivɑ̃t,f
aʁive,m
aʁive,f
aʁOgɑ̃s,f
aʁOgɑ̃,m
aʁOgɑ̃t,f
aʁɔ̃di,m
aʁOzaʒ,m
aʁOzœʁ,m
aʁOzøz,f
aʁOzwaʁ,m
aʁtEfakt,m
aʁtɛʁ,f
aʁtEʁjEktOmi,f
aʁtEʁjOgʁafi,f
aʁtEʁjɔl,f
aʁtEʁjOpati,f
aʁtEʁjOsklEʁoz,f
aʁtEʁit,f
aʁtʁOdɛz,f
aʁtʁOpati,f
aʁtʁOplasti,f
aʁtʁOpɔd,m
aʁtʁOskOpi,f
aʁtiʃo,m
aʁtiʃ,m
aʁtikləʃɔk,m
aʁtikl,m
aʁtikylasjɔ̃,f
aʁtikyle,m
aʁtikylɛ,m
aʁtifisjalite,f
aʁtiflo,m
aʁtimɔ̃,m
aʁtizɑ̃,m
aʁtizana,m
aʁtizɔ̃,m
aʁyspis,m
aʁitmi,f
aʁzɛl,m
asʁwa,m
aza,m
azana,f
asbɛst,m
asbEstoz,f
askaʁis,m
asɑ̃dɑ̃s,f
asɑ̃sœʁ,m
asɑ̃sjɔ̃,f
asɛz,f
asEtizm,m
asit,f
asklEpja,m
asdik,m
aɛsœ,f
asEpsi,f
asEptizasjɔ̃,f
asEksɥalite,f
aʃʁam,m
azil,m
asOsjabilite,f
asOsjal,f
aspaʁtam,m
aspɛ,m
aspɛʁʒ,f
aspɛʁʒiloz,f
aspɛʁʒilys,m
aspEʁite,f
asfalt,m
asfOdɛl,m
asfiksi,f
aspiʁɑ̃t,f
aspiʁatœʁtʁEno,m
aspiʁatœʁ,m
aspʁ,f
asafEtida,f
asEnisəmɑ̃,m
asasɛ̃,m
as,f
asEʃəmɑ̃,m
asɑ̃blaʒ,m
asɑ̃ble,f
asɑ̃blœʁ,m
asɛʁsjɔ̃,f
asEsœʁ,m
asidɥite,f
asjEʒe,m
asjEʒɑ̃,m
asjEʒe,f
asjɛt,f
asjEte,f
asiɲa,m
asiɲəmɑ̃,m
asimilasjɔ̃,f
asimile,m
asiz,f
asistana,m
asistɑ̃s,f
asistɑ̃,m
asiste,m
asOsjasjɔ̃,f
asOsje,m
asOsje,f
asɔ̃bʁisəmɑ̃,m
asOmœʁ,m
asOmwaʁ,m
asɔ̃psjɔ̃,f
asOnɑ̃s,f
asɔʁtimɑ̃,m
asuplisɑ̃,m
asuplisəmɑ̃,m
asuʁdisəmɑ̃,m
asɥEtyd,f
asyʒEtisəmɑ̃,m
asyʁaʒ,m
asyʁɑ̃saksidɑ̃,f
asyʁɑ̃səʃOmaʒ,f
asyʁɑ̃səmaladi,f
asyʁɑ̃svi,f
asyʁe,m
asyʁe,f
asyʁœʁkɔ̃sɛj,m
asyʁœʁ,m
asiʁjɛ̃,m
astaʁte,f
ast,f
astEʁizm,m
astEʁisk,m
astEʁOid,m
astEni,f
asti,m
astik,m
astiko,m
astikOtaʒ,m
astigmatizm,m
astikœʁ,m
astʁɛ̃t,f
astʁɛ̃ʒɑ̃,m
astʁOʃimi,f
astʁOlab,m
astʁOlOʒi,f
astʁOmEtʁi,f
astʁOnOtik,f
astʁOnɛf,m
astʁOnOmi,f
astʁOfɔʁ,m
astʁOfizisjɛ̃,m
astʁOfizisjɛn,f
astʁOfizik,f
astʁOpɔʁ,m
astʁOskɔp,m
astyʁjɛn,f
asimEtʁi,f
asistOli,f
atabɛg,m
atamɑ̃,m
ataʁaksi,f
atavizm,m
ataksi,f
atɛl,m
atElEktazi,f
atElan,f
atEmi,m
atEizm,m
atEne,m
atEnjɛ̃,m
atEnjɛn,f
atlEtizm,m
atmOsfɛʁ,f
atom,m
atOmize,m
atOmizœʁ,m
atOni,f
atu,m
atʁEzi,f
atʁijɔm,m
atʁOsite,f
atʁOfi,f
atʁOpin,f
ataʃEkɛz,m
ataʃ,f
ataʃe,m
ataʃe,f
ataʃəmɑ̃,m
atakɑ̃,m
atakɑ̃t,f
atakœʁ,m
ataʁde,m
ataʁde,f
ataʁdəmɑ̃,m
atɛ̃t,f
atəlaʒ,m
atɑ̃dʁisœʁ,m
atɑ̃dy,m
atɑ̃t,f
atɑ̃tizm,m
atEnɥatœʁ,m
atEnɥasjɔ̃,f
atEʁaʒ,m
atEʁisaʒ,m
atEstasjɔ̃,f
#DEF#,m
atiʁɑ̃s,f
atizəmɑ̃,m
atizwaʁ,m
atityd,f
atɔʁnɛ,m
atuʃəmɑ̃,m
atʁaksjɔ̃vədɛt,f
atʁɛ,m
atʁapaʒ,m
atʁapkujɔ̃,m
atʁapmuʃ,m
atʁapənigo,m
atʁap,f
atʁisjɔ̃,f
atʁupəmɑ̃,m
Odəla,m
Obad,f
Obɛ̃,m
Obɛn,f
ob,f
ObEpin,f
Obɛʁ,m
Obɛʁʒ,f
Obɛt,f
Obje,m
Obuʁ,m
Okyba,m
Odas,f
Odjɑ̃s,f
Odjɑ̃sja,f
Odimat,m
OdjOkɔ̃fEʁɑ̃s,f
OdjOgʁam,m
OdjOmEtʁi,f
OdjOfɔn,m
OdjOvizɥɛl,m
Odit,m
Oditœʁ,m
Odisjɔ̃,f
Oditwaʁ,m
OditOʁjɔm,m
Oditʁis,f
oʒ,f
Ogmɑ̃,m
Ogmɑ̃tasjɔ̃,f
Ogyʁ,m
Ogyst,m
Ogystɛ̃,m
ola,f
Onɛ,f
oln,m
OlOfe,f
olo,m
Omon,f
OmOnəʁi,f
OmOnje,m
OmOnjɛʁ,f
Oʁa,f
OʁEɔl,f
OʁEOmisin,f
OʁEys,m
Oʁikylɛʁ,m
Oʁikyl,f
Oʁiʒ,m
Oʁɔk,m
Oʁɔn,f
Oʁɔʁ,f
Oskyltasjɔ̃,f
ospis,m
Osjɛʁ,f
OstEʁite,f
Ostʁaljɛ̃,m
Ostʁaljɛn,f
OstʁalOpitɛk,m
OstʁOɔ̃gʁwa,m
Ozvajs,m
Otɑ̃,m
Otaʁsi,f
Otɛl,m
Otœʁ,m
otœʁ,f
Otɑ̃tisite,f
Otɑ̃tifikasjɔ̃,f
OtOanaliz,f
OtOEkɔl,f
OtOEʁOtizm,m
OtOɛ̃tOksikasjɔ̃,f
OtOstɔp,m
OtOstOpœʁ,m
OtOstOpøz,f
OtOtɑ̃pOnøz,f
Oto,f
OtObjOgʁafi,f
OtObʁɔ̃zɑ̃,m
OtObys,m
OtOkaʁ,m
OtOsɑ̃syʁ,f
OtOʃənij,f
OtOklav,m
OtOkOlɑ̃,m
OtOkɔ̃sɛʁvasjɔ̃,f
OtOkʁasi,f
OtOkʁEasjɔ̃,f
OtOkʁitik,f
OtOkɥizœʁ,m
OtOdafe,m
OtOdEfɑ̃s,f
OtOdEnigʁəmɑ̃,m
otodEʁizjɔ̃,f
OtOdEstʁyksjɔ̃,f
OtOdEtɛʁminasjɔ̃,f
OtOdisiplin,f
OtOdʁom,m
OtOfinɑ̃səmɑ̃,m
OtOfOkys,m
OtOʒənɛz,f
OtOʒEstjɔ̃,f
OtOʒiʁ,m
OtOgʁaf,m
OtOgidaʒ,m
OtOliza,m
OtOliz,f
OtOmasjɔ̃,f
OtOmatik,m
OtOmatizasjɔ̃,f
OtOmatizm,m
OtOmEdikasjɔ̃,f
OtOmitʁajøz,f
Otɔn,m
OtOmObilklœb,f
OtOmObil,f
OtomOtœʁ,m
OtOmytilasjɔ̃,f
OtOnɛʒ,f
OtOnOmi,f
OtOpilɔt,m
OtOplasti,f
OtOpɔʁtʁɛ,m
OtOpʁOdɥi,m
OtOpʁOpylsœʁ,m
OtOpsi,f
Otopynisjɔ̃,f
OtOʁadjo,m
OtOʁaj,m
OtOʁEgylasjɔ̃,f
OtOʁəpʁOdyksjɔ̃,f
OtOʁizasjɔ̃,f
OtOʁitaʁizm,m
OtOʁite,f
OtOʁut,f
OtOsatisfaksjɔ̃,f
OtOstʁad,f
OtOsybzistɑ̃s,f
OtOsyfizɑ̃s,f
OtOsygʒEstjɔ̃,f
OtOsyʁvEjɑ̃s,f
Otuʁ,m
otʁ,m
Otʁiʃjɛ̃,m
Otʁiʃjɛn,f
Otʁyʃ,f
ovɑ̃,m
Ovɛʁɲa,m
Ovɛʁɲat,f
Ovɛʁɲ,f
Ovɛʁpɛ̃,m
OsEʁwa,m
avaʃisəmɑ̃,m
aval,m
avalaʒ,m
avalɑ̃ʃ,f
avaləmɑ̃,m
avaløz,f
avalizœʁ,m
avalwaʁ,f
avɑ̃s,f
avɑ̃se,f
avɑ̃səmɑ̃,m
avɑ̃avɑ̃dɛʁnje,m
avɑ̃bɛk,m
avɑ̃sɑ̃tʁ,m
avɑ̃klu,m
avɑ̃kɔʁ,m
avɑ̃kuʁ,f
avɑ̃kuʁœʁ,m
avɑ̃kuʁjɛʁ,f
avɑ̃dɛʁnje,m
avɑ̃dɛʁnjɛʁ,f
avɑ̃dine,m
avɑ̃gu,m
avɑ̃mɔ̃,m
avɑ̃papje,m
avɑ̃plɑ̃,m
avɑ̃pɔʁ,m
avɑ̃pʁɛ̃tɑ̃,m
avɑ̃pʁOʒɛ,m
avɑ̃pʁOpo,m
avɑ̃sɛn,f
avɑ̃twa,m
avɑ̃tʁɛ̃,m
avɑ̃tʁu,m
avɑ̃vɛj,f
avaʁis,f
avaʁisjø,m
avaʁi,f
avaʁo,m
avataʁ,m
ave,m
avəlin,f
avənɑ̃,m
avəniʁ,m
avɑ̃tyʁje,m
avɑ̃tyʁjɛʁ,f
avɑ̃tyʁin,f
avəny,f
avɛʁ,m
avɛʁs,f
avø,m
avœgləne,m
avœgləne,f
avjatœʁ,m
avjasjɔ̃,f
avjatʁis,f
avikyltyʁ,f
avidite,f
aviɲOnɛ,m
avjɔ̃kaʁgo,m
avjɔ̃sitɛʁn,m
avjɔ̃Ekɔl,m
avjɔ̃Espjɔ̃,m
avjɔ̃sɥisid,m
avjɔ̃,m
avjOnik,f
avjOnɛt,f
avjOnœʁ,m
avitaminoz,f
avOkajɔ̃,m
avOkasəʁi,f
avOkakɔ̃sɛj,m
avOka,m
avOkat,f
avOkatje,m
avOsɛt,f
avɔʁtəmɑ̃,m
avɔʁtœʁ,m
avɔʁtøz,f
avʁil,m
avʁije,f
avylsjɔ̃,f
avɔ̃kyla,m
awak,m
aksɛl,m
aksijOmatizasjɔ̃,f
aksjom,m
aksis,m
aksOlɔtl,m
aksɔ̃ʒ,f
Eja,f
Ejɑ̃,m
Ejɑ̃dʁwa,m
ajatOla,m
ajaj,m
ajuntamjɛnto,m
azale,f
azɛʁbaidʒanɛ,m
azOOspɛʁmi,f
azOtyʁ,m
azulEʁo,m
be,m
baba,m
babɛl,m
babœʁ,m
babi,m
babil,m
babijaʁ,m
babin,f
babiʁusa,m
babuʃ,f
babuʃka,f
babwin,f
bebibum,m
babifut,m
babisitœʁ,f
babisitiŋ,m
bEbi,m
babilOnjɛ̃,m
babilOnjɛn,f
bak,m
bakalOʁEa,m
bakanal,m
bakɑ̃t,f
baʃaga,m
baʃ,f
baʃəlje,m
baʃəljɛʁ,f
baʃibuzuk,m
baʃo,m
baʃOtaʒ,m
bakœp,m
bakgʁawnd,m
baklœʁ,m
bEkɔn,m
baktEʁi,f
baktEʁjEmi,f
baktEʁjOlOʒi,f
baktEʁjOfaʒ,m
bado,m
badOdəʁi,f
badɛʁn,f
badʒ,m
badiʒɔ̃,m
badiʒOnaʒ,m
badiʒOnœʁ,m
#DEF#,f
badinaʒ,m
badmintɔn,m
badwa,m
baf,f
bafujaʒ,m
bafuj,f
bafujœʁ,m
bafuji,m
bafʁəmɑ̃,m
bafʁœʁ,m
bagaʒ,m
bagaʒəʁi,f
bagaʁœʁ,m
bagaʁøz,f
bagas,f
bagatɛl,f
baɲaʁ,m
baɲ,m
bagu,m
baguz,f
bagənod,f
bat,m
bay,m
bEɲad,f
bEɲœʁ,m
bEɲøz,f
bEɲwaʁ,f
baj,m
bajœʁ,m
bajaʒ,m
bajiv,f
bajɔ̃,m
bajOnɛt,f
bEzad,f
bɛzɑ̃vil,m
bɛz,f
bɛzmɛ̃,m
bɛzəmɑ̃,m
bEze,m
bEzœʁ,m
bEzøz,f
bEzOdʁom,m
bɛs,f
bɛsəmɑ̃,m
bEse,m
baʒu,f
baʒwaje,m
bakElit,f
baklava,m
balad,f
baladœʁ,m
baladøz,f
balafɔ̃,m
balEbʁɔs,m
balɛ,m
balalaika,f
balɑ̃,m
balɑ̃saʒ,m
balɑ̃sɛl,f
balɑ̃sje,m
balɑ̃sin,f
balɑ̃swaʁ,f
balɑ̃dʁa,m
balan,f
balatɔm,m
balEjaʒ,m
balEjɛt,f
balEjœʁ,m
balEjøz,f
balbOa,m
balbysimɑ̃,m
balbyzaʁ,m
balkɔ̃,m
balkOnɛ,m
bal,f
balɛn,f
balEno,m
balEnje,m
balizaʒ,m
balist,f
balistik,f
balivo,m
balivɛʁn,f
baltʁap,m
balast,m
baləʁin,f
balɔʃ,m
balɔ̃sɔ̃d,m
balɔ̃,m
balɔnəmɑ̃,m
balOnɛ,m
balo,m
balɔt,f
balOtaʒ,m
balɔtəmɑ̃,m
balOtin,f
balyʃ,m
balyʃOnaʒ,m
balnEOtEʁapi,f
baluʁ,m
balza,m
balzamje,m
balzamin,f
baltazaʁ,m
balyʃOnœʁ,m
balzasjɛ̃,m
balzan,f
bɑ̃bɛ̃,m
bɑ̃bin,f
bɑ̃binɛt,f
bɑ̃bino,m
bɑ̃bɔʃ,f
bɑ̃bOʃœʁ,m
bɑ̃bu,m
bɑ̃bula,f
bɑ̃,m
banalizasjɔ̃,f
banalite,f
bananəʁɛ,f
bananje,m
bɑ̃titʁ,m
bɑ̃dEzɔ̃,f
bɑ̃dana,m
bɑ̃danɔ̃s,f
bɑ̃do,m
bɑ̃dEʁa,f
bɑ̃dəʁij,f
bɑ̃dEʁijEʁo,m
bɑ̃dəʁɔl,f
bɑ̃dœʁ,m
bɑ̃di,m
bɑ̃dOlin,f
bɑ̃dOnEɔ̃,m
bɑ̃dOtɛk,f
bɑ̃duljɛʁ,f
bɑ̃gladɛ,m
bɑ̃dʒo,m
bɑ̃knɔt,f
bɑ̃ljø,f
bɑ̃ljØzaʁ,m
bɑ̃ljØzaʁd,f
ban,f
bani,m
bani,f
banjɛʁ,f
banisəmɑ̃,m
bɑ̃k,f
bɑ̃kəʁut,f
bɑ̃kʁutje,m
bɑ̃kɛ,m
bɑ̃kɛt,f
bɑ̃kjɛʁ,f
bɑ̃kiz,f
bɑ̃tu,m
baObab,m
bau,m
batɛm,m
batizœʁ,m
batistɛʁ,m
bakɛ,m
baʁOtɛl,m
baʁmisva,f
baʁʁɛstOʁɑ̃,m
baʁtaba,m
baʁagwinaʒ,m
baʁagwinœʁ,m
baʁaliptɔ̃,m
baʁatəʁi,f
baʁatinœʁ,m
baʁatinøz,f
baʁataʒ,m
baʁat,f
baʁbakan,f
baʁbak,f
baʁbaʁi,f
baʁbaʁizm,m
baʁbdəkapysɛ̃,f
baʁbo,m
baʁbəle,m
baʁbɛt,f
baʁbiʃ,f
baʁbiʃɛt,f
baʁbijɔ̃,m
baʁbikɛ,m
baʁbOtaʒ,m
baʁbɔt,f
baʁbOtøz,f
baʁbOtjɛʁ,f
baʁbujaʒ,m
baʁbuj,f
baʁbujœʁ,m
baʁbuji,m
baʁby,f
baʁbyl,f
baʁkaʁɔl,f
baʁdaʒ,m
baʁdan,f
baʁdœʁ,m
baʁdOlino,m
baʁɛm,m
baʁɛ,m
baʁʒ,f
baʁin,m
baʁjOlaʒ,m
baʁjOlyʁ,f
baʁʒo,m
baʁmɛd,f
baʁman,m
baʁnɔm,m
baʁOlo,m
baʁOmɛtʁ,m
baʁOnɛ,m
baʁOni,f
baʁɔk,m
baʁOtʁOmatizm,m
baʁud,m
baʁudøz,f
baʁuf,m
baʁkɛt,f
baʁakuda,m
baʁaʒ,m
baʁEzjɛ̃,m
baʁɛt,f
baʁœʁ,m
baʁøz,f
baʁikadje,m
baʁikadjɛʁ,f
baʁjɛʁ,f
baʁik,f
baʁtavɛl,f
baʁi,f
baʁjɔ̃,m
baʁit,f
baʁjɔm,m
baʁzɔj,m
bakOte,m
bazɑ̃piʁ,m
baflɑ̃,m
baʁəljɛf,m
bavɑ̃tʁ,m
bazalt,m
bazan,f
baskyləmɑ̃,m
baz,f
bazik,m
bazilEys,m
bazilik,m
bazilikɔm,m
bazilik,f
bazɛ̃,m
baskEtøz,f
basmati,m
bazɔʃ,f
baskuʁ,f
basfos,f
bastaj,f
bas,f
basɛ,m
basɛt,f
basɛ̃,m
basin,f
basinɛ,m
basɔ̃,m
bastid,f
bastij,f
bastɔ̃,m
bastOnad,f
bastOnœʁ,m
bataklɑ̃,m
batajœʁ,m
batajɔ̃,m
batajOnɛʁ,m
batak,m
bataʁd,f
bataʁdo,m
bataʁdiz,f
batositɛʁn,m
batolavwaʁ,m
batOmuʃ,m
batopilɔt,m
batopɔ̃p,m
bato,m
bate,f
batəlɛ,m
batəlje,m
batɛləʁi,f
batimɛtʁ,m
batiskaf,m
batisfɛʁ,f
bati,m
batjɛʁ,f
batifOlaʒ,m
batifOlœʁ,m
batik,m
batis,f
batisœʁ,m
batist,f
batɔ̃,m
batOnɛ,m
batOnje,m
batʁasjɛ̃,m
batɑ̃,m
batɑ̃t,f
bat,f
batəmɑ̃,m
batœʁ,m
batøz,f
batœldʁɛs,m
batwaʁ,m
baty,m
baty,f
bo,m
bOdɛ,m
bOdʁije,m
bOdʁwa,f
bOdʁyʃ,f
boʒ,f
bOmje,m
bOksit,f
bavaʁdaʒ,m
bavaʁd,f
bavaʁwa,m
bavaʁwaz,f
bav,f
bavɛt,f
bavøz,f
bavø,m
bavwaʁ,m
bajaʁ,m
baju,m
bazaʁdœʁ,m
bibɔp,m
bigœl,m
bEɑ̃s,f
bEaʁnɛz,f
bitʒEnEʁasjɔ̃,f
bEa,m
bEatifikasjɔ̃,f
bEatityd,f
bofis,m
bOfʁɛʁ,m
bOpapa,m
bOpaʁɑ̃,m
bOpɛʁ,m
bof,m
bOʒOlɛ,m
bOʒOlpif,m
bopʁe,m
bote,f
#DEF#,m
bEbe,m
bEbeEpʁuvɛt,m
bɛkdəkan,m
bɛkdəljɛvʁ,m
bEkabuŋga,m
bEkan,f
bEkaʁ,m
bEkas,f
bEkasin,f
bɛkfig,m
bEʃamɛl,f
bEʃe,m
bEʃœʁ,m
bEko,m
bEkOtœʁ,m
bEke,f
bEkɛ,m
bɛkətɑ̃s,f
bEktɑ̃s,f
bədɛn,f
bEdan,m
bEde,f
bədɔ̃,m
bEdwɛ̃,m
biftɛk,m
bEfʁwa,m
bEgEmɑ̃,m
bEgOnja,m
bEgœl,f
bEgœləʁi,f
bEgɛ̃,m
bEginaʒ,m
bEgin,f
bEginøz,f
bEgɔm,f
bEɛm,f
bEEmɔt,m
bɛɲ,f
bEʒon,m
bElɑ̃fɑ̃,m
bɛləmɑ̃,m
bəlɛt,f
bɛlʒikɛ̃,m
bɛlʒik,f
bElje,m
bElinOgʁam,m
bElitʁ,m
bEladɔn,f
bElatʁ,m
bɛllyʁɛt,f
bɛlavwaʁ,f
bɛldɔʃ,f
bɛlmamɑ̃,f
bɛlmɛʁ,f
bɛlsœʁ,f
bɛl,f
bɛldəʒuʁ,f
bɛldənɥi,f
bɛllɛtʁ,f
bEliʒEʁɑ̃s,f
bEliʒEʁɑ̃,m
bEliʒEʁɑ̃t,f
bElɥɛʁ,m
bəlɔ̃,f
bəlɔt,f
bəlOtœʁ,m
bEluga,m
bɛlvEdɛʁ,m
bEmɔl,m
bEnaʁ,m
bEnEdisite,m
bEnEdiktɛ̃,m
bEnEdiktin,f
bEnEdiksjɔ̃,f
bEnEdiktus,m
bEnɛf,m
bEnEfis,m
bEnEvOla,m
bEnEvOlɑ̃s,f
bɛ̃galɛ,m
bEniɲite,f
bEnisøz,f
bEnitje,m
bənwat,f
bEnuz,m
bɛ̃zEdʁin,f
bɛ̃zɛn,m
bɛ̃zidin,f
bɛ̃zin,f
bɛ̃zOat,m
bɛ̃zOdjazEpin,f
bɛ̃zOnaftɔl,m
bEOsjɛ̃,m
bEOsjɛn,f
bEkij,f
bɛʁ,m
bɛʁkaj,m
bɛʁs,f
bɛʁso,m
bɛʁsəlOnɛt,f
bɛʁsəmɑ̃,m
bɛʁsøz,f
bEʁdujɛt,f
bEʁɛ,m
bEʁEzina,f
bɛʁg,m
bɛʁgamask,f
bɛʁgamɔt,f
bɛʁʒe,m
bɛʁʒɛʁ,f
bɛʁʒəʁOnɛt,f
bEʁibEʁi,m
bɛʁl,f
bɛʁlin,f
bɛʁlinwaz,f
bɛʁlɔk,f
bɛʁlyʁ,f
bɛʁmyda,m
